"Class","Order","Family","Genus","Species","Study","M (kg)","FMR (kJ / day)"
"Mammalia","Primates","Atelidae","Alouatta","palliata","Nagy & Milton 1979",3.2,1110.4
"Mammalia","Primates","Atelidae","Alouatta","palliata","Nagy & Milton 1979",9.43,3291.07
"Mammalia","Primates","Atelidae","Alouatta","palliata","Nagy & Milton 1979",5.8,2401.2
"Mammalia","Primates","Atelidae","Alouatta","palliata","Nagy & Milton 1979",7.4,2449.4
"Mammalia","Pilosa","Bradypodidae","Bradypus","variegatus","Nagy & Montgomery 1980",3.99333333333333,586.066666666667
"Mammalia","Pilosa","Bradypodidae","Bradypus","variegatus","Nagy & Montgomery 1980",4.21666666666667,489.05
"Mammalia","Pilosa","Bradypodidae","Bradypus","variegatus","Nagy & Montgomery 1980",3.66666666666667,592.883333333333
"Mammalia","Pilosa","Bradypodidae","Bradypus","variegatus","Nagy & Montgomery 1980",4.4,721.6
"Mammalia","Pilosa","Bradypodidae","Bradypus","variegatus","Nagy & Montgomery 1980",4.55,773.5
"Aves","Sphenisciformes","Spheniscidae","Pygoscelis","adeliae","Nagy & Obst 1992",3.81,1310
"Aves","Sphenisciformes","Spheniscidae","Pygoscelis","adeliae","Nagy & Obst 1992",4.04,6160
"Aves","Sphenisciformes","Spheniscidae","Pygoscelis","adeliae","Nagy & Obst 1992",4,4400
"Aves","Sphenisciformes","Spheniscidae","Pygoscelis","adeliae","Nagy & Obst 1992",3.65,2680
"Aves","Sphenisciformes","Spheniscidae","Pygoscelis","adeliae","Nagy & Obst 1992",4.08,2880
"Aves","Sphenisciformes","Spheniscidae","Pygoscelis","adeliae","Nagy & Obst 1992",3.38,3420
"Aves","Sphenisciformes","Spheniscidae","Pygoscelis","adeliae","Nagy & Obst 1992",4.42,3800
"Aves","Sphenisciformes","Spheniscidae","Pygoscelis","adeliae","Nagy & Obst 1992",4.25,3970
"Aves","Sphenisciformes","Spheniscidae","Pygoscelis","adeliae","Nagy & Obst 1992",3.66,4120
"Aves","Sphenisciformes","Spheniscidae","Pygoscelis","adeliae","Nagy & Obst 1992",3.9,4430
"Aves","Sphenisciformes","Spheniscidae","Pygoscelis","adeliae","Nagy & Obst 1992",3.94,5250
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Nagy & Suckling 1985",0.11,187
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Nagy & Suckling 1985",0.098,144
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Nagy & Suckling 1985",0.104,171
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Nagy & Suckling 1985",0.121,139
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Nagy & Suckling 1985",0.116,151
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Nagy & Suckling 1985",0.163,208
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Nagy & Suckling 1985",0.114,156
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Nagy & Suckling 1985",0.162,202
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Nagy & Suckling 1985",0.121,169
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Nagy & Suckling 1985",0.108,147
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Nagy & Suckling 1985",0.106,184
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Nagy & Suckling 1985",0.138,196
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Nagy & Suckling 1985",0.098,137
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Nagy & Suckling 1985",0.13,212
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Nagy & Suckling 1985",0.126,125
"Aves","Sphenisciformes","Spheniscidae","Spheniscus","demersus","Nagy et al 1984",2.9,1867.5072
"Aves","Sphenisciformes","Spheniscidae","Spheniscus","demersus","Nagy et al 1984",2.58,1567.182816
"Aves","Sphenisciformes","Spheniscidae","Spheniscus","demersus","Nagy et al 1984",3.65,2262.34008
"Aves","Sphenisciformes","Spheniscidae","Spheniscus","demersus","Nagy et al 1984",2.75,1723.2336
"Aves","Sphenisciformes","Spheniscidae","Spheniscus","demersus","Nagy et al 1984",3.56,2325.59136
"Aves","Sphenisciformes","Spheniscidae","Spheniscus","demersus","Nagy et al 1984",3.05,1794.132
"Aves","Sphenisciformes","Spheniscidae","Spheniscus","demersus","Nagy et al 1984",3.43,1945.452096
"Aves","Sphenisciformes","Spheniscidae","Spheniscus","demersus","Nagy et al 1984",3.19,2208.327264
"Aves","Sphenisciformes","Spheniscidae","Spheniscus","demersus","Nagy et al 1984",3.12,1717.462656
"Aves","Sphenisciformes","Spheniscidae","Spheniscus","demersus","Nagy et al 1984",3.46,2020.313376
"Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","crassicaudata","Nagy et al 1988",0.0164,88.3
"Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","crassicaudata","Nagy et al 1988",0.018,74.1
"Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","crassicaudata","Nagy et al 1988",0.0148,71.8
"Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","crassicaudata","Nagy et al 1988",0.0168,64.7
"Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","crassicaudata","Nagy et al 1988",0.0164,74.45
"Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","crassicaudata","Nagy et al 1988",0.0187,80.7
"Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","crassicaudata","Nagy et al 1988",0.0165,58.9
"Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","crassicaudata","Nagy et al 1988",0.0163,33.6
"Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","crassicaudata","Nagy et al 1988",0.0158,56.1
"Mammalia","Diprotodontia","Macropodidae","Macropus","eugenii","Nagy et al 1990a",5.29,1390
"Mammalia","Diprotodontia","Macropodidae","Macropus","eugenii","Nagy et al 1990a",5.73,1270
"Mammalia","Diprotodontia","Macropodidae","Macropus","eugenii","Nagy et al 1990a",3.405,994
"Mammalia","Diprotodontia","Macropodidae","Macropus","eugenii","Nagy et al 1990a",3.25,934.5
"Mammalia","Diprotodontia","Macropodidae","Macropus","eugenii","Nagy et al 1990a",6.35,1530
"Mammalia","Diprotodontia","Macropodidae","Setonix","brachyurus","Nagy et al 1990a",1.5,451
"Mammalia","Diprotodontia","Macropodidae","Setonix","brachyurus","Nagy et al 1990a",1.46,435.5
"Mammalia","Diprotodontia","Macropodidae","Setonix","brachyurus","Nagy et al 1990a",2.83,445
"Mammalia","Diprotodontia","Macropodidae","Setonix","brachyurus","Nagy et al 1990a",1.61,629
"Mammalia","Diprotodontia","Macropodidae","Setonix","brachyurus","Nagy et al 1990a",2.225,718.5
"Mammalia","Diprotodontia","Macropodidae","Macropus","giganteus","Nagy et al 1990b",27,5610
"Mammalia","Diprotodontia","Macropodidae","Macropus","giganteus","Nagy et al 1990b",60.8,10730
"Mammalia","Artiodactyla","Cervidae","Odocoileus","hemionus","Nagy et al 1990b",67.1,41500
"Mammalia","Artiodactyla","Cervidae","Odocoileus","hemionus","Nagy et al 1990b",32.2,15900
"Mammalia","Artiodactyla","Cervidae","Odocoileus","hemionus","Nagy et al 1990b",38.35,21300
"Mammalia","Artiodactyla","Cervidae","Odocoileus","hemionus","Nagy et al 1990b",43.1,37100
"Mammalia","Artiodactyla","Cervidae","Odocoileus","hemionus","Nagy et al 1990b",48.9,23650
"Mammalia","Diprotodontia","Macropodidae","Thylogale","billardierii","Nagy et al 1990b",9.645,2550
"Mammalia","Diprotodontia","Macropodidae","Thylogale","billardierii","Nagy et al 1990b",4.635,1122
"Mammalia","Diprotodontia","Macropodidae","Thylogale","billardierii","Nagy et al 1990b",3.43,1080
"Mammalia","Diprotodontia","Macropodidae","Thylogale","billardierii","Nagy et al 1990b",3.16,1060
"Mammalia","Diprotodontia","Macropodidae","Thylogale","billardierii","Nagy et al 1990b",6.36,1765
"Mammalia","Peramelemorphia","Peramelidae","Isoodon","obesulus","Nagy et al 1991",0.775,655
"Mammalia","Peramelemorphia","Peramelidae","Isoodon","obesulus","Nagy et al 1991",1.1375,516
"Mammalia","Peramelemorphia","Peramelidae","Isoodon","obesulus","Nagy et al 1991",1.46,594.5
"Mammalia","Peramelemorphia","Peramelidae","Isoodon","obesulus","Nagy et al 1991",1.11,569.666666666667
"Mammalia","Peramelemorphia","Peramelidae","Isoodon","obesulus","Nagy et al 1991",1.825,1080
"Mammalia","Peramelemorphia","Peramelidae","Isoodon","obesulus","Nagy et al 1991",0.835,381
"Mammalia","Peramelemorphia","Peramelidae","Isoodon","obesulus","Nagy et al 1991",1.3625,924
"Mammalia","Peramelemorphia","Peramelidae","Isoodon","obesulus","Nagy et al 1991",1.3,478
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Nagy et al 1995",0.01775,31.2
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Nagy et al 1995",0.0149,41.4
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Nagy et al 1995",0.0127,51.6
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Nagy et al 1995",0.010625,22.6
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Nagy et al 1995",0.0095,38.6
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Nagy et al 1995",0.0105,30.4
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Nagy et al 1995",0.005275,25.75
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Nagy et al 1995",0.00645,35.4
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Nagy et al 1995",0.01005,34.25
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Nagy et al 1995",0.00805,46.6
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Nagy et al 1995",0.0099,51.8
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Nagy et al 1995",0.00735,41.2
"Aves","Passeriformes","Paridae","Parus","major","Nagy et al 1999",0.0179,85.9737
"Aves","Passeriformes","Paridae","Parus","major","Nagy et al 1999",0.0159,102.8571
"Aves","Passeriformes","Paridae","Parus","major","Nagy et al 1999",0.0171,85.0896
"Aves","Passeriformes","Paridae","Parus","major","Nagy et al 1999",0.0177,124.4841
"Aves","Passeriformes","Paridae","Parus","major","Nagy et al 1999",0.0194,96.9806
"Aves","Passeriformes","Paridae","Parus","major","Nagy et al 1999",0.0213,106.926
"Aves","Passeriformes","Paridae","Parus","major","Nagy et al 1999",0.0181,94.0838
"Aves","Passeriformes","Paridae","Parus","major","Nagy et al 1999",0.0179,83.1097
"Aves","Passeriformes","Paridae","Parus","major","Nagy et al 1999",0.0178,83.571
"Aves","Procellariiformes","Procellariidae","Macronectes","giganteus","Obst & Nagy 1992",3.525,4555
"Aves","Procellariiformes","Procellariidae","Macronectes","giganteus","Obst & Nagy 1992",4.6,5690
"Aves","Procellariiformes","Procellariidae","Macronectes","giganteus","Obst & Nagy 1992",3.4625,4535
"Aves","Procellariiformes","Procellariidae","Macronectes","giganteus","Obst & Nagy 1992",4.65,3970
"Aves","Procellariiformes","Procellariidae","Macronectes","giganteus","Obst & Nagy 1992",3.5375,4020
"Aves","Procellariiformes","Procellariidae","Macronectes","giganteus","Obst & Nagy 1992",3.475,3490
"Aves","Procellariiformes","Procellariidae","Macronectes","giganteus","Obst & Nagy 1992",3.8625,3700
"Aves","Procellariiformes","Procellariidae","Macronectes","giganteus","Obst & Nagy 1992",4.4,3810
"Aves","Procellariiformes","Hydrobatidae","Oceanites","oceanicus","Obst et al 1987",0.041,130
"Aves","Procellariiformes","Hydrobatidae","Oceanites","oceanicus","Obst et al 1987",0.0385,157
"Aves","Procellariiformes","Hydrobatidae","Oceanites","oceanicus","Obst et al 1987",0.0495,186
"Aves","Procellariiformes","Hydrobatidae","Oceanites","oceanicus","Obst et al 1987",0.046,176
"Aves","Procellariiformes","Hydrobatidae","Oceanites","oceanicus","Obst et al 1987",0.041,148
"Aves","Procellariiformes","Hydrobatidae","Oceanites","oceanicus","Obst et al 1987",0.044,59
"Aves","Procellariiformes","Hydrobatidae","Oceanites","oceanicus","Obst et al 1987",0.046,95
"Aves","Procellariiformes","Hydrobatidae","Oceanites","oceanicus","Obst et al 1987",0.0405,131
"Aves","Procellariiformes","Hydrobatidae","Oceanites","oceanicus","Obst et al 1987",0.0435,181
"Aves","Procellariiformes","Hydrobatidae","Oceanites","oceanicus","Obst et al 1987",0.039875,97.5
"Aves","Procellariiformes","Hydrobatidae","Oceanites","oceanicus","Obst et al 1987",0.0455,207
"Aves","Procellariiformes","Hydrobatidae","Oceanites","oceanicus","Obst et al 1987",0.0395,136
"Aves","Procellariiformes","Hydrobatidae","Oceanites","oceanicus","Obst et al 1987",0.04,90
"Aves","Procellariiformes","Hydrobatidae","Oceanites","oceanicus","Obst et al 1987",0.044,182
"Aves","Procellariiformes","Hydrobatidae","Oceanites","oceanicus","Obst et al 1987",0.0415,184
"Mammalia","Soricomorpha","Soricidae","Sorex","araneus","Ochocińska & Taylor 2005",0.00769,49.58
"Mammalia","Soricomorpha","Soricidae","Sorex","araneus","Ochocińska & Taylor 2005",0.00739,58.38
"Mammalia","Soricomorpha","Soricidae","Sorex","araneus","Ochocińska & Taylor 2005",0.0082,45.73
"Mammalia","Soricomorpha","Soricidae","Sorex","araneus","Ochocińska & Taylor 2005",0.00815,46.51
"Mammalia","Soricomorpha","Soricidae","Sorex","araneus","Ochocińska & Taylor 2005",0.00935,69.44
"Mammalia","Soricomorpha","Soricidae","Sorex","araneus","Ochocińska & Taylor 2005",0.00915,62.43
"Mammalia","Soricomorpha","Soricidae","Sorex","araneus","Ochocińska & Taylor 2005",0.00748,43.36
"Mammalia","Soricomorpha","Soricidae","Sorex","araneus","Ochocińska & Taylor 2005",0.00785,54.52
"Mammalia","Soricomorpha","Soricidae","Sorex","araneus","Ochocińska & Taylor 2005",0.00858,61.71
"Mammalia","Soricomorpha","Soricidae","Sorex","araneus","Ochocińska & Taylor 2005",0.00845,57.73
"Mammalia","Soricomorpha","Soricidae","Sorex","araneus","Ochocińska & Taylor 2005",0.0079,52.3
"Mammalia","Soricomorpha","Soricidae","Sorex","araneus","Ochocińska & Taylor 2005",0.00905,51.11
"Mammalia","Soricomorpha","Soricidae","Sorex","araneus","Ochocińska & Taylor 2005",0.0076,47.75
"Mammalia","Soricomorpha","Soricidae","Sorex","araneus","Ochocińska & Taylor 2005",0.0079,55.12
"Mammalia","Rodentia","Cricetidae","Lemmus","sibiricus","Peterson et al 1976",0.062,191.026
"Mammalia","Rodentia","Cricetidae","Lemmus","sibiricus","Peterson et al 1976",0.052,221.122
"Mammalia","Rodentia","Cricetidae","Lemmus","sibiricus","Peterson et al 1976",0.051,190.19
"Aves","Charadriiformes","Scolopacidae","Arenaria","interpres","Piersma & Morrison 1994",0.105,339.12
"Aves","Charadriiformes","Scolopacidae","Arenaria","interpres","Piersma & Morrison 1994",0.113,315.2304
"Aves","Charadriiformes","Scolopacidae","Arenaria","interpres","Piersma & Morrison 1994",0.10275,315.6192
"Aves","Charadriiformes","Scolopacidae","Arenaria","interpres","Piersma & Morrison 1994",0.104,397.2672
"Aves","Charadriiformes","Scolopacidae","Arenaria","interpres","Piersma & Morrison 1994",0.10475,340.1136
"Aves","Charadriiformes","Scolopacidae","Arenaria","interpres","Piersma & Morrison 1994",0.1215,499.824
"Aves","Charadriiformes","Scolopacidae","Arenaria","interpres","Piersma & Morrison 1994",0.111,363.0528
"Aves","Charadriiformes","Scolopacidae","Arenaria","interpres","Piersma & Morrison 1994",0.1005,337.5648
"Aves","Charadriiformes","Scolopacidae","Arenaria","interpres","Piersma et al 2003",0.1105,342.7
"Aves","Charadriiformes","Scolopacidae","Arenaria","interpres","Piersma et al 2003",0.107,350.1
"Aves","Charadriiformes","Scolopacidae","Arenaria","interpres","Piersma et al 2003",0.1028,361.9
"Aves","Charadriiformes","Scolopacidae","Arenaria","interpres","Piersma et al 2003",0.107,311.4
"Aves","Charadriiformes","Scolopacidae","Arenaria","interpres","Piersma et al 2003",0.1025,332.1
"Aves","Charadriiformes","Scolopacidae","Calidris","alba","Piersma et al 2003",0.0585,194
"Aves","Charadriiformes","Scolopacidae","Calidris","alba","Piersma et al 2003",0.057,214.5
"Aves","Charadriiformes","Scolopacidae","Calidris","alba","Piersma et al 2003",0.057,263.4
"Aves","Charadriiformes","Scolopacidae","Calidris","alba","Piersma et al 2003",0.0623,244.9
"Aves","Charadriiformes","Scolopacidae","Calidris","alpina","Piersma et al 2003",0.0518,192.4
"Aves","Charadriiformes","Scolopacidae","Calidris","alpina","Piersma et al 2003",0.0513,184.1
"Aves","Charadriiformes","Scolopacidae","Calidris","alpina","Piersma et al 2003",0.0508,165.3
"Aves","Charadriiformes","Scolopacidae","Calidris","alpina","Piersma et al 2003",0.054,149.7
"Aves","Charadriiformes","Scolopacidae","Calidris","alpina","Piersma et al 2003",0.0503,226.4
"Aves","Charadriiformes","Scolopacidae","Calidris","alpina","Piersma et al 2003",0.0535,175
"Aves","Charadriiformes","Scolopacidae","Calidris","alpina","Piersma et al 2003",0.0558,256.4
"Aves","Charadriiformes","Scolopacidae","Calidris","canutus","Piersma et al 2003",0.137,373.2
"Aves","Charadriiformes","Scolopacidae","Calidris","canutus","Piersma et al 2003",0.1425,344.6
"Aves","Charadriiformes","Scolopacidae","Calidris","canutus","Piersma et al 2003",0.1416,429.9
"Aves","Charadriiformes","Scolopacidae","Calidris","canutus","Piersma et al 2003",0.1595,381.6
"Aves","Charadriiformes","Scolopacidae","Calidris","canutus","Piersma et al 2003",0.1295,345.1
"Aves","Charadriiformes","Scolopacidae","Calidris","canutus","Piersma et al 2003",0.142,366.5
"Aves","Charadriiformes","Scolopacidae","Calidris","fuscicollis","Piersma et al 2003",0.039,189.6
"Aves","Charadriiformes","Scolopacidae","Calidris","maritima","Piersma et al 2003",0.079,307.7
"Aves","Charadriiformes","Scolopacidae","Calidris","minuta","Piersma et al 2003",0.0302,181.8
"Aves","Charadriiformes","Scolopacidae","Calidris","minuta","Piersma et al 2003",0.029,203.2
"Aves","Charadriiformes","Scolopacidae","Calidris","minuta","Piersma et al 2003",0.0288,169.4
"Aves","Charadriiformes","Charadriidae","Charadrius","hiaticula","Piersma et al 2003",0.0525,215.9
"Aves","Charadriiformes","Charadriidae","Charadrius","hiaticula","Piersma et al 2003",0.063,236.2
"Aves","Charadriiformes","Charadriidae","Charadrius","hiaticula","Piersma et al 2003",0.0545,204.3
"Aves","Charadriiformes","Stercorariidae","Stercorarius","longicaudus","Piersma et al 2003",0.3785,686.9
"Aves","Charadriiformes","Stercorariidae","Stercorarius","longicaudus","Piersma et al 2003",0.2935,583
"Mammalia","Primates","Hominidae","Pongo","pygmaeus","Pontzer et al 2010",116.6,8579.45
"Mammalia","Primates","Hominidae","Pongo","pygmaeus","Pontzer et al 2010",53.2,6562.6
"Mammalia","Primates","Hominidae","Pongo","pygmaeus","Pontzer et al 2010",55,6802.95
"Mammalia","Primates","Hominidae","Pongo","pygmaeus","Pontzer et al 2010",25.5,5245.9
"Aves","Apodiformes","Trochilidae","Archilochus","alexandri","Powers & Conley 1994",0.0033,28.3
"Aves","Apodiformes","Trochilidae","Archilochus","alexandri","Powers & Conley 1994",0.00375,26.6
"Aves","Apodiformes","Trochilidae","Archilochus","alexandri","Powers & Conley 1994",0.0041,37.9
"Aves","Apodiformes","Trochilidae","Archilochus","alexandri","Powers & Conley 1994",0.00353,23.4
"Aves","Apodiformes","Trochilidae","Archilochus","alexandri","Powers & Conley 1994",0.00355,45.2
"Aves","Apodiformes","Trochilidae","Lampornis","clemenciae","Powers & Conley 1994",0.00845,78.8
"Aves","Apodiformes","Trochilidae","Lampornis","clemenciae","Powers & Conley 1994",0.00883,92.6
"Aves","Apodiformes","Trochilidae","Lampornis","clemenciae","Powers & Conley 1994",0.00958,87.8
"Aves","Apodiformes","Trochilidae","Lampornis","clemenciae","Powers & Conley 1994",0.00823,67.5
"Aves","Apodiformes","Trochilidae","Calypte","anna","Powers & Nagy 1988",0.00544,28.2427392
"Aves","Apodiformes","Trochilidae","Calypte","anna","Powers & Nagy 1988",0.00382,16.0183296
"Aves","Apodiformes","Trochilidae","Calypte","anna","Powers & Nagy 1988",0.0049,20.547072
"Aves","Apodiformes","Trochilidae","Calypte","anna","Powers & Nagy 1988",0.00395,14.000064
"Aves","Apodiformes","Trochilidae","Calypte","anna","Powers & Nagy 1988",0.00455,24.757824
"Aves","Apodiformes","Trochilidae","Calypte","anna","Powers & Nagy 1988",0.00444,34.7982336
"Aves","Apodiformes","Trochilidae","Calypte","anna","Powers & Nagy 1988",0.00445,43.984512
"Aves","Apodiformes","Trochilidae","Calypte","anna","Powers & Nagy 1988",0.00432,32.7794688
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.107,157
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.112,119
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.132,162
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.105,127
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.127,140
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.118,152
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.115,176
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.107,125
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.12,187
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.12,131
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.111,173
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.102,188
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.092,117
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.108,171
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.119,169
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.093,177
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.138,154
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.117,173
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.148,176
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.144,120
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.141,173
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.125,127
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.118,159
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.119,134
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.124,148
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.11,142
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.123,193
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.13,177
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.114,245
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.111,149
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.119,188
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.121,126
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.127,166
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.127,161
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.123,107
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.146,183
"Mammalia","Rodentia","Cricetidae","Peromyscus","leucopus","Randolph 1980",0.02115,38.965542
"Mammalia","Rodentia","Cricetidae","Peromyscus","leucopus","Randolph 1980",0.0186,28.611264
"Mammalia","Rodentia","Cricetidae","Peromyscus","leucopus","Randolph 1980",0.0166,38.371564
"Mammalia","Rodentia","Sciuridae","Tamias","striatus","Randolph 1980",0.0988,136.697704
"Mammalia","Rodentia","Sciuridae","Tamias","striatus","Randolph 1980",0.1006,164.839136
"Mammalia","Rodentia","Sciuridae","Tamias","striatus","Randolph 1980",0.0894,128.550048
"Mammalia","Artiodactyla","Camelidae","Lama","glama","Riek et al 2007",44.5,14570
"Mammalia","Artiodactyla","Camelidae","Lama","glama","Riek et al 2007",41,14780
"Mammalia","Artiodactyla","Camelidae","Lama","glama","Riek et al 2007",56,15260
"Mammalia","Artiodactyla","Camelidae","Lama","glama","Riek et al 2007",50.5,11600
"Aves","Passeriformes","Paridae","Parus","major","Sanz et al 1998",0.01465,93.71
"Aves","Passeriformes","Paridae","Parus","major","Sanz et al 1998",0.01735,83.59
"Aves","Passeriformes","Paridae","Parus","major","Sanz et al 1998",0.01835,108.37
"Aves","Passeriformes","Paridae","Parus","major","Sanz et al 1998",0.019,96.92
"Aves","Passeriformes","Paridae","Parus","major","Sanz et al 1998",0.0178,105.66
"Aves","Passeriformes","Paridae","Parus","major","Sanz et al 1998",0.0181,137.42
"Aves","Passeriformes","Paridae","Parus","major","Sanz et al 1998",0.0178,79.24
"Aves","Passeriformes","Paridae","Parus","major","Sanz et al 1998",0.01775,97.21
"Aves","Passeriformes","Paridae","Parus","major","Sanz et al 1998",0.0174,108.15
"Aves","Passeriformes","Paridae","Parus","major","Sanz et al 1998",0.01825,121.84
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.047,97.33
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.086,88.83
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.098,150.67
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.0665,111.94
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.057,102.21
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.0975,50.49
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.0845,75.02
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.072,81.45
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.067,111.03
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.0725,139.49
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.079,128.25
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.075,106.02
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.0485,134.46
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.0638,207.35
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.063,210.11
